,start_time,end_time,consumption,type
279,2023-12-18 21:45:00-05:00,2023-12-18 22:00:00-05:00,0.657,ELEC
280,2023-12-18 22:00:00-05:00,2023-12-18 22:15:00-05:00,0.696,ELEC
281,2023-12-18 22:15:00-05:00,2023-12-18 22:30:00-05:00,0.627,ELEC
282,2023-12-18 22:30:00-05:00,2023-12-18 22:45:00-05:00,0.609,ELEC
283,2023-12-18 22:45:00-05:00,2023-12-18 23:00:00-05:00,0.678,ELEC
284,2023-12-18 23:00:00-05:00,2023-12-18 23:15:00-05:00,0.555,ELEC
285,2023-12-18 23:15:00-05:00,2023-12-18 23:30:00-05:00,0.492,ELEC
286,2023-12-18 23:30:00-05:00,2023-12-18 23:45:00-05:00,0.492,ELEC
287,2023-12-18 23:45:00-05:00,2023-12-19 00:00:00-05:00,0.411,ELEC
288,2023-12-19 00:00:00-05:00,2023-12-19 00:15:00-05:00,0.495,ELEC
289,2023-12-19 00:15:00-05:00,2023-12-19 00:30:00-05:00,0.366,ELEC
290,2023-12-19 00:30:00-05:00,2023-12-19 00:45:00-05:00,0.54,ELEC
291,2023-12-19 00:45:00-05:00,2023-12-19 01:00:00-05:00,0.477,ELEC
292,2023-12-19 01:00:00-05:00,2023-12-19 01:15:00-05:00,0.528,ELEC
293,2023-12-19 01:15:00-05:00,2023-12-19 01:30:00-05:00,0.582,ELEC
294,2023-12-19 01:30:00-05:00,2023-12-19 01:45:00-05:00,0.642,ELEC
295,2023-12-19 01:45:00-05:00,2023-12-19 02:00:00-05:00,0.492,ELEC
296,2023-12-19 02:00:00-05:00,2023-12-19 02:15:00-05:00,0.642,ELEC
297,2023-12-19 02:15:00-05:00,2023-12-19 02:30:00-05:00,0.561,ELEC
298,2023-12-19 02:30:00-05:00,2023-12-19 02:45:00-05:00,0.6,ELEC
299,2023-12-19 02:45:00-05:00,2023-12-19 03:00:00-05:00,0.567,ELEC
300,2023-12-19 03:00:00-05:00,2023-12-19 03:15:00-05:00,0.615,ELEC
301,2023-12-19 03:15:00-05:00,2023-12-19 03:30:00-05:00,0.546,ELEC
302,2023-12-19 03:30:00-05:00,2023-12-19 03:45:00-05:00,0.627,ELEC
303,2023-12-19 03:45:00-05:00,2023-12-19 04:00:00-05:00,0.63,ELEC
304,2023-12-19 04:00:00-05:00,2023-12-19 04:15:00-05:00,0.864,ELEC
305,2023-12-19 04:15:00-05:00,2023-12-19 04:30:00-05:00,1.395,ELEC
306,2023-12-19 04:30:00-05:00,2023-12-19 04:45:00-05:00,0.564,ELEC
307,2023-12-19 04:45:00-05:00,2023-12-19 05:00:00-05:00,0.675,ELEC
308,2023-12-19 05:00:00-05:00,2023-12-19 05:15:00-05:00,1.332,ELEC
